,Set,Interview,Page,Block,Speaker,Text,Time_Mark
530,21-22 Combined,INTERVIEW 15 ,265,9,Interviewer 1," So, with the… I don't want to call them kids. With the younger folks that you're bringing ",531
531,21-22 Combined,INTERVIEW 15 ,265,10,Interviewer 1,"up, with the new people, do you feel… I'm talking about training. How does their ",532
532,21-22 Combined,INTERVIEW 15 ,265,10,Interviewer 1,educational background…? How important is that compared to what they're learning on ,533
533,21-22 Combined,INTERVIEW 15 ,265,10,Interviewer 1,"the job? Could you… Like in [REDACTED], generally the certification that [REDACTED] are ",534
534,21-22 Combined,INTERVIEW 15 ,265,10,Interviewer 1,"expected to get, how important is formal training and certification versus experience on ",535
535,21-22 Combined,INTERVIEW 15 ,265,10,Interviewer 1,"the job training, traveling out with you or with [REDACTED] or whoever? ",536
536,21-22 Combined,INTERVIEW 15 ,265,11,Interviewee,Mm-hmm (affirmative). I think they're both valuable because I can tell with… One of our ,537
537,21-22 Combined,INTERVIEW 15 ,265,11,Interviewee,new staff didn't do a co-step with [REDACTED] and didn't come from a program where ,538
538,21-22 Combined,INTERVIEW 15 ,265,11,Interviewee,"they had a water class, air class, where they did general environmental health like the ",539
539,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,[REDACTED] program did. And so I had a class on water. That's all we talked about. ,540
540,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,Drinking water and I think we also talked about wastewater. And I think we talked about ,541
541,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,drinking and wastewater in that class. That was a whole semester and very in depth on ,542
542,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,"water stuff. And I'm finding out that a couple of my new staff didn't have that. And so, I'm ",543
543,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,actually having them go sit through [REDACTED] water treatment training to bring up their ,544
544,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,background knowledge at least a little bit. And I think his schedule has worked out well ,545
545,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,for us to be able to attend it too. But it's I think both. I think you have to have some ,546
546,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,background knowledge and a base and then learn… Fill in the rest hands-on when you get ,547
547,21-22 Combined,INTERVIEW 15 ,266,1,Interviewee,out here. ,548
548,21-22 Combined,INTERVIEW 15 ,266,2,Interviewer 1," Okay. We got a couple of hard questions, I think, talking about what's the solution? If you ",549
549,21-22 Combined,INTERVIEW 15 ,266,3,Interviewer 1,"could do anything, if you could wave a magic wand and we could just fix some of these ",550
550,21-22 Combined,INTERVIEW 15 ,266,3,Interviewer 1,"problems, what's… So you've talked about staffing, you've talked about training, you've ",551
551,21-22 Combined,INTERVIEW 15 ,266,3,Interviewer 1,talked about physical infrastructure of water plants. What would you do about it if you ,552
552,21-22 Combined,INTERVIEW 15 ,266,3,Interviewer 1,had whatever you needed? What do you need? ,553
553,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,I don't know. I think more of a structured training in the water plant with operator with ,554
554,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,"his system. It's not just the RMW stop by and be like ""Do, do, do, do… I'm here for this ",555
555,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,"specific problem."" Or whatever. But if there was… If that's incredibly… That would be ",556
556,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,incredibly time intensive and that doesn't solve the problem of turnover but it might. ,557
557,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,Because if operators feel like they're better prepared and know more about what they're ,558
558,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,"doing and feel confident in the job they're doing that they might not be as inclined to quit, ",559
559,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,seek other employment. But I think… I don't know. I think training and increasing the ,560
560,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,operator's confidence is probably one of the biggest things that could make a difference ,561
561,21-22 Combined,INTERVIEW 15 ,266,4,Interviewee,in. ,562
562,21-22 Combined,INTERVIEW 15 ,266,5,Interviewee,"And honestly if the operator is confident in the water they're making, then that'll help. I ",563
563,21-22 Combined,INTERVIEW 15 ,266,5,Interviewee,think it could transfer over to the customers too if they've got someone that's ,564
564,21-22 Combined,INTERVIEW 15 ,266,5,Interviewee,"knowledgeable and certified, whatever, as much as I don't hold a lot of value in ",565
565,21-22 Combined,INTERVIEW 15 ,266,5,Interviewee,"certification. But if they've got their certifications, they do all their testing that they… And ",566
566,21-22 Combined,INTERVIEW 15 ,266,5,Interviewee,"they can, I don't know, really have that confidence in that they're providing good water ",567
567,21-22 Combined,INTERVIEW 15 ,266,5,Interviewee,"to their community, then I think that that could… It has potential at least to transfer to ",568
568,21-22 Combined,INTERVIEW 15 ,266,5,Interviewee,the community. Some people at least. ,569
569,21-22 Combined,INTERVIEW 15 ,266,6,Interviewer 2, And to follow up on that idea a little bit as well. So you think it's the importance of this ,570
570,21-22 Combined,INTERVIEW 15 ,266,7,Interviewer 2,"onsite hands on training, not just the certification training or by the books, right? Do you ",571
571,21-22 Combined,INTERVIEW 15 ,266,7,Interviewer 2,think that that would be valuable? ,572
572,21-22 Combined,INTERVIEW 15 ,266,8,Interviewee,"Yeah. Because then it's not as… It wouldn't be as conceptual, which I think that's difficult. ",573
573,21-22 Combined,INTERVIEW 15 ,266,8,Interviewee,It's difficult for me sometimes to just think about things that aren't a tangible object. And ,574
574,21-22 Combined,INTERVIEW 15 ,266,8,Interviewee,so I don't know. I think that would have the most value. But then they would also need… ,575
575,21-22 Combined,INTERVIEW 15 ,266,8,Interviewee,I think it is important to have the background in some of the stuff that they go over. Day ,576
576,21-22 Combined,INTERVIEW 15 ,266,8,Interviewee,one stuff that's at most water treatment trainings about the different bacteria. And I think ,577
577,21-22 Combined,INTERVIEW 15 ,267,1,Interviewee,it's good to at least have a base for that. Maybe they don't need to be able to teach that ,578
578,21-22 Combined,INTERVIEW 15 ,267,1,Interviewee,class but… ,579
579,21-22 Combined,INTERVIEW 15 ,267,2,Interviewer 2, Yeah. Okay. So having both. And you've touched on this but to make sure I have the ,580
580,21-22 Combined,INTERVIEW 15 ,267,3,Interviewer 2,"answer clear, what resources do you think are the most helpful when training operators? ",581
581,21-22 Combined,INTERVIEW 15 ,267,3,Interviewer 2,"And in addition to that, what additional resources would you need or do you think would ",582
582,21-22 Combined,INTERVIEW 15 ,267,3,Interviewer 2,be helpful? ,583
583,21-22 Combined,INTERVIEW 15 ,267,4,Interviewee,"Man, I don't know. I think a lot of times anything they can do hands on. [REDACTED] But ",584
584,21-22 Combined,INTERVIEW 15 ,267,4,Interviewee,they made a model [REDACTED] mixed media filter. [REDACTED] There's three layers of ,585
585,21-22 Combined,INTERVIEW 15 ,267,4,Interviewee,things. And so it's a model and then he can show. They fill it up with water and then they ,586
586,21-22 Combined,INTERVIEW 15 ,267,4,Interviewee,"actually show how it should be working normally. We put dirty water in it. ""Look, here's ",587
587,21-22 Combined,INTERVIEW 15 ,267,4,Interviewee,"dirty water. Throw it through the filter."" And then they even backwash it and it is just a… ",588
588,21-22 Combined,INTERVIEW 15 ,267,4,Interviewee,I think it's a really good hands-on example. ,589
589,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,"And then in our trainings too, which is a pain in the butt to lug around but we've got all of ",590
590,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,"these parts from water plants that they took to [REDACTED], the welder in town, years ",591
591,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,ago and had him dissect them in half so you can see inside of it and you can see inside. ,592
592,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,"When you turn the valve this way, it's opening the flapper this way or whatever. There's ",593
593,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,a lot of things like that. Then we pass them around or we have them all out on a table and ,594
594,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,"we say, ""Come up and look at them and touch them and open them."" So I think that stuff ",595
595,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,"always works really well where you can really show them hands on and… Because man, ",596
596,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,with video… You can have the best videos in the world but it's so easy. Someone could ,597
597,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,just be sitting there and tune out for two minutes and what did they get? I don't… I guess ,598
598,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,that could happen any time. But I think when you're just showing Zoom and videos and I ,599
599,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,think that's a concern but it is what it is. You can't… It's hard to maintain everyone's ,600
600,21-22 Combined,INTERVIEW 15 ,267,5,Interviewee,attention. ,601
601,21-22 Combined,INTERVIEW 15 ,267,6,Interviewer 2, That's really cool though. Sorry. ,602
602,21-22 Combined,INTERVIEW 15 ,267,7,Interviewer 1," Talking about the training, more focus training and the hands-on things and maybe ",603
603,21-22 Combined,INTERVIEW 15 ,267,8,Interviewer 1,"training at the water plants, is that a… Why don’t we have that? Is that just the money ",604
604,21-22 Combined,INTERVIEW 15 ,267,8,Interviewer 1,problem or are there other barriers to making that work? ,605
605,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,I think probably time… Other than money but time. We're a big region and we have a lot ,606
606,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,of water plants. And so I think having the bodies to go to each village and do trainings like ,607
607,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,that would just be… It would be really difficult. But it wouldn't be needed everywhere ,608
608,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,"either. Some of the places that… Like [REDACTED], they've had the same operator there ",609
609,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,forever in that they know everything. They don't need us to come out and show them ,610
610,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,anything. They hardly ever call their RMW. You know what I mean? And we've got a ,611
611,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,handful of places like that. That they… Business as usual and they call the Remote ,612
612,21-22 Combined,INTERVIEW 15 ,267,9,Interviewee,Maintenance Worker when they need to but it's generally rare. ,613
613,21-22 Combined,INTERVIEW 15 ,267,10,Interviewer 2, And another follow-up question about operator training as well is… And you touched on ,614
614,21-22 Combined,INTERVIEW 15 ,267,11,Interviewer 2,this a little bit when you were talking at the very beginning about how in training you have ,615
615,21-22 Combined,INTERVIEW 15 ,268,1,Interviewer 2,"to first say, ""This water is good to drink. It's clean. Treated water is clean."" But more ",616
616,21-22 Combined,INTERVIEW 15 ,268,1,Interviewer 2,"generally, how do you think public perceptions and attitudes towards water influence ",617
617,21-22 Combined,INTERVIEW 15 ,268,1,Interviewer 2,how operators are trained or how they should be trained? ,618
618,21-22 Combined,INTERVIEW 15 ,268,2,Interviewee,"I don't know. I think it's… Well, what they learn at training and the aspect… I don't know. ",619
619,21-22 Combined,INTERVIEW 15 ,268,2,Interviewee,The way it's… The way the information's provided at trainings and when you're talking ,620
620,21-22 Combined,INTERVIEW 15 ,268,2,Interviewee,"with the state about drinking water and all that, it's different than talking with regular ",621
621,21-22 Combined,INTERVIEW 15 ,268,2,Interviewee,people I guess. But I don't know. I'm sorry. I don't really know. I don't know if I have a ,622
622,21-22 Combined,INTERVIEW 15 ,268,2,Interviewee,good answer for that. ,623
623,21-22 Combined,INTERVIEW 15 ,268,3,Interviewer 1, I kind of like that idea though that you brought up in two pieces is that it seems there are ,624
624,21-22 Combined,INTERVIEW 15 ,268,4,Interviewer 1,some operators who are not that into treated water. And then on the other hand if we ,625
625,21-22 Combined,INTERVIEW 15 ,268,4,Interviewer 1,"had operators that were very confident, they would almost be community advocates. ",626
626,21-22 Combined,INTERVIEW 15 ,268,5,Interviewee,Right. Yeah. ,627
627,21-22 Combined,INTERVIEW 15 ,268,6,Interviewer 1, Like we see with dental health aids or other things. And so maybe that's… Is there a role? ,628
